iteration,best_adapta,JaccarI,JaccarP,SoresP,execution
5,5.029069608872746e-10,0.5300956639965927,0.40736533475697556,0.5546935694414828,1
10,5.029069608872746e-10,0.7516406757634828,0.631241570702355,0.7642435695399349,1
15,5.029069608872746e-10,0.8798111837327522,0.8017810321009498,0.8811887694145758,1
20,5.029069608872746e-10,1.0,1.0,1.0,1
25,5.029069608872746e-10,0.932716049382716,0.8807050032488631,0.931723646723647,1
30,5.029069608872746e-10,0.8811274509803921,0.8015532431296108,0.8789279477989153,1
35,5.442086296024632e-10,0.8338573706994761,0.7594834179578651,0.8576966790614878,1
40,5.442086296024632e-10,0.9575757575757575,0.9260606060606063,0.9589603638726442,1
45,5.442086296024632e-10,0.9353577179664136,0.887876696572349,0.9326379010589537,1
50,5.442086296024632e-10,0.8677780309359256,0.7807266134154008,0.8720110972515365,1
55,5.4642069407532e-10,0.8888888888888888,0.8686605402394875,0.9264277484710917,1
60,5.4642069407532e-10,0.8524959742351047,0.7703063763933331,0.8646335123367013,1
65,5.4642069407532e-10,0.8948621553884711,0.8226066850628259,0.8962654579590064,1
70,5.4642069407532e-10,0.9488304093567252,0.9099415204678364,0.9486702207764821,1
75,5.4642069407532e-10,0.9495962127541075,0.9098301308827624,0.9495221086552355,1
80,5.4642069407532e-10,0.8944178628389154,0.8254332083016966,0.8996006394212057,1
85,5.4642069407532e-10,0.8742435799644038,0.7900341433293379,0.8787945025199927,1
90,5.4642069407532e-10,0.8995683653578391,0.8296643122958913,0.9024097110861814,1
95,5.4642069407532e-10,0.8431734254388716,0.7445579024755227,0.84312813233275,1
100,5.4642069407532e-10,0.9368686868686869,0.8873956960913484,0.9331264037146387,1
