execution,best_adapta,JaccarI,JaccarP,SoresP
0,4.817148563935244e-10,0.9078907203907204,0.8428062678062683,0.9070422213937126
1,5.691240420227358e-10,0.9506172839506173,0.9120987654320991,0.95
