execution,best_adapta,JaccarI,JaccarP,SoresP
0,4.200492903370432e-10,0.8710870313037495,0.8026799433223584,0.8826622224802297
1,5.4642069407532e-10,0.9368686868686869,0.8873956960913484,0.9331264037146387
