execution,best_adapta,JaccarI,JaccarP,SoresP
0,1.188602041471902e-08,0.7771734702668758,0.6718550559861228,0.7951510666002412
1,1.1736349590865149e-08,0.7254321611003757,0.5861988128604225,0.728286391471343
