execution,best_adapta,JaccarI,JaccarP,SoresP
0,1.188602041471902e-08,0.7527367729954237,0.6185117948205087,0.7505432060870911
1,1.1899616111045666e-08,0.6874327066383075,0.5628557552088896,0.7113158589109507
