execution,best_adapta,JaccarI,JaccarP,SoresP
0,9.995795154119013e-09,0.759234275903288,0.6256098333241662,0.7581583346716789
1,1.1418084821640781e-08,0.7936884757447195,0.6738916895693671,0.797065269894697
