execution,best_adapta,JaccarI,JaccarP,SoresP
0,1.1869770794688942e-08,0.7446421316519355,0.607327498031074,0.7444042574845564
1,1.1906565436041241e-08,0.6967491089817294,0.5511905912614949,0.6998823700975975
