execution,best_adapta,JaccarI,JaccarP,SoresP
0,1.1836554172678693e-08,0.7229216891792302,0.5798884423484669,0.7244895227788849
1,1.1418084821640781e-08,0.7429485155749346,0.6273845572406863,0.7630924500630378
