execution,best_adapta,JaccarI,JaccarP,SoresP
0,1.1892945407208131e-08,0.8243884479049599,0.7130207907890624,0.8225736136121601
1,1.1899616111045666e-08,0.7228520089588201,0.5923187156778916,0.7337112854512218
