execution,best_adapta,JaccarI,JaccarP,SoresP
0,1.1418084821640781e-08,0.7555186552735571,0.6253896610748189,0.7588890201589381
1,1.1892945407208131e-08,0.7011302361018564,0.5972825803689529,0.7377346997848133
