execution,best_adapta,JaccarI,JaccarP,SoresP
0,1.1899616111045666e-08,0.7663713154941225,0.6277180739237638,0.7603376617191702
1,6.69696531186795e-09,0.7620064628883467,0.6324481396689104,0.7664969541664324
