execution,best_adapta,JaccarI,JaccarP,SoresP
0,1.1861060068977184e-08,0.7236263909843866,0.5783166374294784,0.7173002292477428
1,6.177473069036055e-10,0.8292357113785686,0.7219742669831409,0.8332408442394657
