execution,best_adapta,JaccarI,JaccarP,SoresP
0,1.188602041471902e-08,0.7364332127903417,0.6055092644771309,0.7442204636074766
1,1.1836554172678693e-08,0.7518948829293459,0.6194327361418625,0.755397331828663
